term_1,term_2,co_occurrences,freq_term_1,freq_term_2,npmi
hatch,communicate,2,6,989,0.326
construction,dig,20,1113,113,0.326
envelope,say,6,20,1274,0.326
bracket,elevate,4,171,87,0.326
soil,revise,3,2033,5,0.326
swaying,send,4,12,1240,0.326
drape,communicate,2,6,989,0.326
package,foul,2,28,212,0.326
repellent,interfere,2,43,138,0.326
percolator,communicate,2,6,989,0.326
reinforcement,roll,8,410,91,0.326
splitting,face,2,18,330,0.3259
sequencer,start,2,9,660,0.3259
prerequisite,start,2,9,660,0.3259
vx,move,4,7,2129,0.3259
hydrogen,decontaminate,4,745,20,0.3259
amplifier,correlate,2,60,99,0.3259
arrow,orient,2,165,36,0.3259
file,read,2,36,165,0.3259
adhesive,exhibit,3,90,113,0.3259
locking,catch,8,142,263,0.3259
anoxic,decompose,2,10,594,0.3259
agglutination,settle,3,8,1272,0.3259
surface,protrude,305,7313,638,0.3259
bobbin,dispose,2,4,1487,0.3258
pool,desalt,2,192,31,0.3258
tangent,dispose,2,4,1487,0.3258
extruder,manufacture,3,21,485,0.3258
idea,permit,2,62,96,0.3258
creation,bury,17,84,1209,0.3258
adsorption,desorb,6,448,57,0.3258
joint,level,5,955,21,0.3258
oni,dispose,2,4,1487,0.3258
aggravation,dispose,2,4,1487,0.3258
signal,backscatter,4,2983,5,0.3258
spoilage,dispose,2,4,1487,0.3258
guider,dispose,2,4,1487,0.3258
positioning,come,4,37,403,0.3258
element,wipe,3,783,13,0.3258
psi,produce,4,10,1492,0.3258
salvage,dispose,2,4,1487,0.3258
group,localize,5,446,45,0.3257
land,cultivate,3,237,43,0.3257
microplastic,say,3,8,1274,0.3257
ps,call,2,23,259,0.3257
meter,reconstruct,7,2411,13,0.3257
datum,display,111,2456,498,0.3257
waveform,establish,3,68,150,0.3257
width,taper,3,364,28,0.3257
aberration,disperse,3,51,200,0.3257
mud,fly,2,229,26,0.3257
data,transmit,81,626,1286,0.3257
panel,tensione,3,680,15,0.3257
execution,acquire,6,61,419,0.3257
culture,magnetize,3,208,49,0.3257
nut,step,5,228,88,0.3257
future,inputte,3,68,150,0.3257
survey,lose,4,79,189,0.3257
lip,engage,2,23,259,0.3257
electrolyte,energize,3,204,50,0.3257
salting,separate,4,6,2487,0.3257
wellshaft,separate,4,6,2487,0.3257
garbage,float,16,67,1400,0.3257
flocculation,drag,2,458,13,0.3257
concrete,grout,5,627,32,0.3257
blender,mix,3,4,2551,0.3256
drive,pelletize,2,852,7,0.3256
drive,comminute,2,852,7,0.3256
difference,copolymerize,2,1491,4,0.3256
procedure,initiate,2,89,67,0.3256
subsystem,process,8,48,780,0.3256
infiltration,perforate,11,237,241,0.3256
nutrient,balance,3,319,32,0.3256
molecule,alternate,5,205,98,0.3256
flock,sediment,2,67,89,0.3256
impeller,power,5,490,41,0.3256
boric,mix,3,4,2551,0.3256
drive,swivel,2,852,7,0.3256
ss,desorb,3,179,57,0.3256
forecast,rain,2,101,59,0.3256
triangle,protrude,3,16,638,0.3256
harvesting,give,2,14,426,0.3256
arithmetic,calculate,14,48,1639,0.3256
phic,mix,3,4,2551,0.3256
ice,grow,8,156,240,0.3256
influent,confine,5,279,72,0.3256
separation,rake,5,2233,9,0.3255
boric,produce,2,4,1492,0.3255
opposition,produce,2,4,1492,0.3255
kilogram,produce,2,4,1492,0.3255
bead,stand,2,51,117,0.3255
regulator,regulate,21,280,481,0.3255
research,solve,16,66,1423,0.3255
track,wind,3,45,227,0.3255
tin,chelate,2,30,199,0.3255
signal,decode,2,2983,2,0.3255
signal,oversee,2,2983,2,0.3255
mgcaco,produce,2,4,1492,0.3255
blower,scrub,3,601,17,0.3255
deposit,encounter,3,444,23,0.3255
watertightness,interpose,6,130,197,0.3255
aging,disappear,2,117,51,0.3255
expulsion,produce,2,4,1492,0.3255
signal,abate,2,2983,2,0.3255
electrolyser,produce,2,4,1492,0.3255
bypipe,produce,2,4,1492,0.3255
electrofusion,modify,2,30,199,0.3255
oxalate,produce,2,4,1492,0.3255
hydroxyapatite,produce,2,4,1492,0.3255
germicide,produce,2,4,1492,0.3255
signal,analyize,2,2983,2,0.3255
ascent,dissolve,3,6,1705,0.3254
aa,select,3,15,682,0.3254
slag,solidify,5,110,183,0.3254
tce,dissolve,8,22,1705,0.3254
superoxide,dissolve,3,6,1705,0.3254
judgment,instruct,2,83,72,0.3254
dehydration,carbonize,2,332,18,0.3254
powder,impart,4,384,39,0.3254
inference,define,2,18,332,0.3254
exploration,bury,7,26,1209,0.3254
interconnection,locate,4,11,1361,0.3254
investigator,display,2,12,498,0.3254
crank,disinfect,2,29,206,0.3254
price,distil,2,49,122,0.3254
approximation,display,2,12,498,0.3254
necessity,support,6,28,915,0.3254
insert,hit,2,61,98,0.3254
led,display,2,12,498,0.3254
suppression,swell,2,98,61,0.3254
dm,select,3,15,682,0.3254
impingement,face,3,31,330,0.3254
slab,solidify,5,110,183,0.3254
ware,overflow,4,32,468,0.3254
vapour,evaporate,5,42,479,0.3254
margin,give,3,24,426,0.3254
insulation,soak,2,206,29,0.3254
homeostasis,maintain,3,4,2559,0.3253
identification,designate,3,128,80,0.3253
slowness,set,2,3,1994,0.3253
hunting,set,2,3,1994,0.3253
settler,settle,16,74,1272,0.3253
chart,degas,2,46,130,0.3253
pathway,enable,2,13,460,0.3253
noon,set,2,3,1994,0.3253
window,count,2,115,52,0.3253
spiral,catch,4,57,263,0.3253
starch,react,3,34,301,0.3253
timekeeping,set,2,3,1994,0.3253
citizen,enable,2,13,460,0.3253
seat,cooperate,2,230,26,0.3253
ton,estimate,9,66,665,0.3253
help,pull,2,23,260,0.3253
calendar,pump,4,15,999,0.3253
pattern,file,2,230,26,0.3253
inhalation,deposit,3,17,602,0.3253
thread,bond,4,147,102,0.3253
handling,specify,4,49,306,0.3253
floodgate,pull,2,23,260,0.3253
mmi,set,2,3,1994,0.3253
tcs,set,2,3,1994,0.3253
lavatory,position,3,19,539,0.3253
crystal,grain,2,115,52,0.3253
functioning,enable,2,13,460,0.3253
screening,mitigate,2,65,92,0.3253
contamination,bundle,4,1362,11,0.3253
weighing,lock,2,23,260,0.3253
jacket,liquefy,2,92,65,0.3253
renewal,corrode,3,82,125,0.3252
association,agglomerate,2,57,105,0.3252
corrosion,alkalinize,2,2994,2,0.3252
use,afford,2,1497,4,0.3252
figure,depict,8,1567,24,0.3252
symbol,discard,3,94,109,0.3252
layer,weather,4,1875,8,0.3252
use,preclude,2,1497,4,0.3252
use,stain,2,1497,4,0.3252
sand,heal,2,1198,5,0.3252
mixture,knead,4,682,22,0.3252
rm,estimate,2,9,665,0.3252
ammonium,belong,2,82,73,0.3252
condenser,dissipate,4,341,44,0.3252
wheel,travel,5,194,104,0.3252
anomaly,localize,2,133,45,0.3252
rehabilitation,clog,3,47,218,0.3252
cctv,damage,4,25,600,0.3252
rhombus,shape,3,11,932,0.3252
workability,invent,2,82,73,0.3252
corrosion,installation,2,2994,2,0.3252
residual,estimate,2,9,665,0.3252
actuator,communicate,24,163,989,0.3252
no,register,2,82,73,0.3252
bracket,deflect,2,171,35,0.3252
vitamin,add,3,6,1709,0.3251
starch,decompose,5,34,594,0.3251
chemical,bath,4,1668,9,0.3251
forecasting,pump,2,6,999,0.3251
humus,stir,3,18,570,0.3251
grinder,crush,5,38,531,0.3251
contaminant,oxidise,3,2566,4,0.3251
deflector,mount,4,13,1155,0.3251
contaminant,uniformize,3,2566,4,0.3251
platform,engage,4,58,259,0.3251
ladder,insulate,2,27,222,0.3251
floatation,meet,3,60,171,0.3251
jaw,support,33,269,915,0.3251
stress,assess,2,222,27,0.3251
breakage,assess,4,556,27,0.3251
room,want,4,417,36,0.3251
cellulose,oxidize,4,25,601,0.3251
format,create,4,21,715,0.3251
epichlorohydrin,add,3,6,1709,0.3251
fluid,redirect,2,1998,3,0.3251
deionization,incorporate,2,56,107,0.3251
pad,insulate,2,27,222,0.3251
greenhouse,create,4,21,715,0.3251
protrusion,restrain,4,455,33,0.3251
interceptor,pump,2,6,999,0.3251
fume,rectify,2,81,74,0.3251
sol,stir,3,18,570,0.3251
hole,perturb,3,3421,3,0.3251
village,inputte,2,40,150,0.325
poc,determine,5,5,4041,0.325
zn,inhibit,2,15,400,0.325
tap,desalinate,6,858,30,0.325
need,sustain,2,375,16,0.325
responsiveness,damage,2,10,600,0.325
oxidant,investigate,4,138,109,0.325
nitrobacter,inhibit,2,15,400,0.325
rinse,incorporate,3,96,107,0.325
bm,determine,5,5,4041,0.325
org,determine,5,5,4041,0.325
variation,compute,2,200,30,0.325
piston,retract,4,442,34,0.325
curve,compute,2,200,30,0.325
touch,detach,2,42,143,0.3249
turbidity,drift,3,734,14,0.3249
fault,report,2,66,91,0.3249
pile,lay,4,57,264,0.3249
delay,deploy,2,154,39,0.3249
defoaming,oxidize,2,10,601,0.3249
matching,regard,2,33,182,0.3249
groundwater,contaminate,67,1084,581,0.3249
grout,embed,3,28,367,0.3249
hematite,define,3,31,332,0.3248
identifier,transmit,3,8,1286,0.3248
figure,concern,25,1567,109,0.3248
may,illustrate,2,18,334,0.3248
structure,installation,2,3006,2,0.3248
drinking,desalt,4,486,31,0.3248
inventory,replace,2,11,547,0.3248
structure,orientate,2,3006,2,0.3248
plane,point,2,128,47,0.3248
structure,sandwichingthe,2,3006,2,0.3248
risk,notice,2,501,12,0.3248
recooler,heat,2,7,859,0.3248
microwave,extrude,2,94,64,0.3248
retrieval,replace,2,11,547,0.3248
tube,wick,2,3007,2,0.3248
evapotranspiration,heat,2,7,859,0.3248
hw,heat,2,7,859,0.3248
overpressure,work,3,39,264,0.3248
execution,subject,5,61,332,0.3248
ro,radiate,3,210,49,0.3248
tube,rewinde,2,3007,2,0.3248
bonding,laminate,2,64,94,0.3248
attribute,represent,8,144,262,0.3248
way,impress,3,1286,8,0.3248
density,trickle,2,401,15,0.3248
district,progress,2,62,97,0.3248
ep,lay,3,39,264,0.3248
pe,withstand,2,47,128,0.3248
pva,subject,3,31,332,0.3248
elbow,curve,2,118,51,0.3247
hoist,fall,2,7,860,0.3247
stop,energize,6,516,50,0.3247
expense,repair,2,19,317,0.3247
lever,throw,2,172,35,0.3247
venturi,suck,20,163,780,0.3247
insulation,energize,3,206,50,0.3247
variable,influence,5,181,112,0.3247
salt,atomize,4,1077,14,0.3247
aberration,collide,2,51,118,0.3247
mark,repair,2,19,317,0.3247
combination,grip,3,412,25,0.3247
reaeration,precipitate,7,33,959,0.3247
realization,fall,2,7,860,0.3247
presence,attenuate,4,520,29,0.3247
verification,acquire,4,36,419,0.3247
seal,seek,2,317,19,0.3247
nanoparticle,derive,2,19,317,0.3247
integration,reinforce,6,40,645,0.3247
organophosphorus,cool,2,4,1506,0.3246
buckle,act,5,24,845,0.3246
soda,clarify,2,90,67,0.3246
channel,top,2,1506,4,0.3246
alert,send,13,58,1240,0.3246
channel,hatch,2,1506,4,0.3246
scattering,spread,2,41,147,0.3246
inspector,output,2,8,753,0.3246
aox,cool,2,4,1506,0.3246
pocket,escape,2,45,134,0.3246
phosphonate,cool,2,4,1506,0.3246
insulator,position,4,28,539,0.3246
position,rattle,3,2578,4,0.3246
clo,improve,3,6,1718,0.3246
reclamation,accumulate,2,5,1205,0.3246
channel,refiltere,2,1506,4,0.3246
productivity,dredge,2,44,137,0.3246
pavement,crack,2,90,67,0.3246
insight,cool,2,4,1506,0.3246
geotube,accumulate,2,5,1205,0.3246
developer,recover,2,15,402,0.3246
ridge,guide,3,16,645,0.3245
dye,oxidize,8,63,601,0.3245
netron,apply,3,5,2064,0.3245
integer,bypass,2,37,163,0.3245
person,flood,4,127,119,0.3245
cake,compress,26,277,651,0.3245
magnetizer,induce,2,13,464,0.3245
housing,house,20,1108,115,0.3245
gravity,sink,14,651,122,0.3245
venturi,sweep,2,163,37,0.3245
dsa,apply,3,5,2064,0.3245
expert,induce,2,13,464,0.3245
electrosorption,apply,3,5,2064,0.3245
ch,induce,2,13,464,0.3245
disk,hinge,4,256,59,0.3245
electrodeposit,apply,3,5,2064,0.3245
number,number,3,1476,7,0.3244
interrupt,distribute,2,10,604,0.3244
content,dewatere,38,862,346,0.3244
mist,solidify,2,33,183,0.3244
digestion,culture,5,231,88,0.3244
fall,weave,2,99,61,0.3244
passing,distribute,2,10,604,0.3244
absorption,sinter,2,183,33,0.3244
subset,distribute,2,10,604,0.3244
carbonate,immobilize,2,159,38,0.3244
spiral,narrow,2,57,106,0.3244
sealing,bias,4,445,34,0.3244
dephosphorization,denitrify,2,61,99,0.3244
necessity,indicate,6,28,925,0.3243
hydrocarbon,permit,2,63,96,0.3243
gear,couple,34,194,1328,0.3243
anchor,guarantee,2,144,42,0.3243
shadow,inject,3,6,1725,0.3243
barn,utilize,3,30,345,0.3243
compacting,bury,2,5,1209,0.3243
tax,bury,2,5,1209,0.3243
vt,bury,2,5,1209,0.3243
robustness,come,2,15,403,0.3243
choice,ionize,2,24,252,0.3243
septum,affect,2,8,756,0.3243
outputting,bury,2,5,1209,0.3243
thmfp,inject,3,6,1725,0.3243
scale,scale,6,682,38,0.3243
diffuser,drag,3,796,13,0.3243
tio,follow,5,30,678,0.3243
transformation,emit,2,23,263,0.3243
role,assist,2,155,39,0.3243
deposition,aim,3,150,69,0.3243
index,incinerate,5,357,57,0.3243
expansion,interpolate,2,550,11,0.3243
vagina,inject,3,6,1725,0.3243
vcc,affect,2,8,756,0.3243
charging,trigger,2,42,144,0.3243
tourism,bury,2,5,1209,0.3243
trickle,associate,3,14,739,0.3243
hic,affect,2,8,756,0.3243
head,rub,4,631,24,0.3243
profile,split,2,189,32,0.3243
burrow,bury,2,5,1209,0.3243
melting,liquefy,2,93,65,0.3243
dt,affect,2,8,756,0.3243
compression,taper,2,216,28,0.3243
overload,restart,2,110,55,0.3243
ccpp,inject,3,6,1725,0.3243
category,select,6,38,682,0.3243
lid,pop,2,864,7,0.3243
diagram,present,6,381,68,0.3243
solubilization,add,15,51,1709,0.3243
encasing,inject,3,6,1725,0.3243
ranking,bury,2,5,1209,0.3243
access,house,3,90,115,0.3243
screening,swirl,2,65,93,0.3243
weather,infiltrate,8,513,74,0.3242
bending,bear,2,89,68,0.3242
eutrophication,study,2,178,34,0.3242
roller,interlock,6,247,105,0.3242
ecosystem,contaminate,14,137,581,0.3242
count,notify,3,56,185,0.3242
dish,assemble,2,17,356,0.3242
anode,superheate,3,493,21,0.3242
orp,neutralize,10,218,234,0.3242
weight,weigh,3,941,11,0.3242
powder,hydrate,3,384,27,0.3241
severity,proceed,2,20,303,0.3241
ground,landscape,2,2020,3,0.3241
bladder,expand,2,14,433,0.3241
zone,suspect,2,505,12,0.3241
inertia,proceed,2,20,303,0.3241
limestone,fluidize,4,54,281,0.3241
zone,formulate,2,505,12,0.3241
rehabilitation,project,2,47,129,0.3241
bellow,bend,5,56,364,0.3241
metal,deionize,9,1531,29,0.3241
arc,permit,3,108,96,0.3241
protrusion,slide,15,455,192,0.3241
plane,lie,3,128,81,0.3241
sterilization,irradiate,15,472,185,0.3241
host,enable,4,33,460,0.3241
top,skim,2,1011,6,0.324
ejector,powder,4,214,71,0.324
crisis,build,2,17,357,0.324
cock,ionize,5,81,252,0.324
atm,raise,4,31,490,0.324
talc,mix,5,8,2551,0.324
whole,center,2,164,37,0.324
stopper,seat,10,224,228,0.324
spin,rotate,4,7,2169,0.324
hydrant,hinder,2,82,74,0.324
complex,inhabit,2,119,51,0.324
penetration,penetrate,17,164,629,0.324
spread,know,6,37,702,0.324
digestion,aerate,7,231,138,0.3239
benching,serve,2,12,506,0.3239
earth,dig,12,576,113,0.3239
plant,vegetate,2,2024,3,0.3239
depletion,mitigate,2,66,92,0.3239
drawing,demonstrate,7,431,74,0.3239
plant,invest,2,2024,3,0.3239
plant,moisturize,2,2024,3,0.3239
plant,landscape,2,2024,3,0.3239
module,intrude,2,1012,6,0.3239
coupler,coat,2,32,190,0.3238
degassing,pack,3,65,160,0.3238
fastener,bond,3,102,102,0.3238
analysis,extrapolate,2,608,10,0.3238
analysis,occlude,2,608,10,0.3238
sub,sample,3,153,68,0.3238
datum,reconstruct,7,2456,13,0.3238
coefficient,estimate,32,359,665,0.3238
compactness,achieve,2,5,1216,0.3238
detachment,immerse,3,52,200,0.3238
cage,immerse,3,52,200,0.3238
steering,mount,3,9,1155,0.3238
spline,achieve,2,5,1216,0.3238
code,specify,3,34,306,0.3238
bucket,finish,3,102,102,0.3238
sum,meet,4,89,171,0.3238
zinc,elute,3,77,135,0.3238
regression,calculate,18,68,1639,0.3238
result,finalise,3,3467,3,0.3238
pall,achieve,2,5,1216,0.3238
throttling,continue,2,13,468,0.3237
starch,add,11,34,1709,0.3237
mind,dispose,3,7,1487,0.3237
throughput,estimate,9,67,665,0.3237
ice,situate,2,156,39,0.3237
brush,rotate,27,88,2169,0.3237
citizen,contact,2,13,468,0.3237
while,stand,2,52,117,0.3237
radon,contact,2,13,468,0.3237
scenario,identify,3,15,694,0.3237
faucet,train,2,179,34,0.3237
disposer,overflow,2,13,468,0.3237
exchange,deionize,8,1315,29,0.3237
shaft,couple,138,1245,1328,0.3237
echo,activate,5,13,1575,0.3237
runoff,lie,4,188,81,0.3237
deflector,compose,3,13,801,0.3237
formula,differ,5,238,86,0.3237
salt,crystallize,5,1077,19,0.3237
monomer,find,3,30,347,0.3237
micrometer,place,2,8,762,0.3236
steam,deprive,3,868,12,0.3236
interference,elevate,2,70,87,0.3236
wa,change,3,8,1303,0.3236
fucarbon,remain,3,9,1158,0.3236
denitrification,dephosphorize,2,870,7,0.3236
vault,place,2,8,762,0.3236
compound,complexe,2,508,12,0.3236
fat,stay,2,35,174,0.3236
ability,double,3,248,42,0.3236
scraper,tow,2,210,29,0.3236
pickup,place,2,8,762,0.3236
powder,mold,13,384,189,0.3236
ethylene,prefer,2,24,254,0.3236
limit,exceed,91,715,1334,0.3236
accommodation,exhaust,2,87,70,0.3236
tightening,precede,2,35,174,0.3236
sludge,dry,200,5693,475,0.3236
on,interlock,2,58,105,0.3236
lookup,change,3,8,1303,0.3236
means,shed,2,2031,3,0.3236
inventory,check,2,11,554,0.3236
stem,screw,2,48,127,0.3236
pit,weight,2,277,22,0.3236
hopper,hydrate,3,386,27,0.3236
lifetime,expect,2,22,277,0.3236
intake,level,6,1243,21,0.3235
cord,shape,5,22,932,0.3235
soil,stock,2,2033,3,0.3235
broadcast,receive,5,7,2931,0.3235
mesh,knead,3,474,22,0.3235
watercourse,follow,2,9,678,0.3235
chloride,equalize,3,237,44,0.3235
centrifuge,clarify,2,91,67,0.3235
bush,shape,5,22,932,0.3235
strait,settle,4,12,1272,0.3235
road,seep,4,763,20,0.3235
earthquake,swing,2,226,27,0.3235
soil,intertwine,2,2033,3,0.3235
airtightness,devise,2,56,109,0.3234
septic,merge,5,285,72,0.3234
sign,adopt,2,33,185,0.3234
irrigation,hold,10,111,463,0.3234
fuselage,sense,2,8,763,0.3234
advance,reveal,3,454,23,0.3234
mountain,pull,5,79,260,0.3234
biotreatment,say,4,12,1274,0.3234
dirt,rinse,6,264,99,0.3234
saturation,concentrate,8,73,524,0.3234
utility,appreciate,3,147,71,0.3234
rib,tighten,3,120,87,0.3234
compaction,leave,4,49,312,0.3234
anode,desalt,4,493,31,0.3234
mie,base,11,11,5297,0.3234
orifice,spin,2,218,28,0.3234
dwelling,notify,2,33,185,0.3234
reagent,aggregate,5,118,174,0.3234
contraction,tighten,3,120,87,0.3234
salinity,desalt,2,197,31,0.3234
training,execute,3,51,205,0.3233
kinetic,surround,3,16,653,0.3233
coagulant,color,3,387,27,0.3233
symbol,assign,2,94,65,0.3233
warning,meter,2,130,47,0.3233
bridge,clog,6,120,218,0.3233
rim,cure,2,32,191,0.3233
amd,secure,2,13,470,0.3233
bar,elevate,9,514,87,0.3233
deformation,reinforce,44,567,645,0.3232
coordinate,classify,2,45,136,0.3232
gadolinium,mix,4,6,2551,0.3232
sms,transmit,5,16,1286,0.3232
coil,contract,6,222,118,0.3232
classification,recover,12,163,402,0.3232
bed,extrude,14,1255,64,0.3232
manure,decolorize,2,360,17,0.3232
destruction,live,4,89,172,0.3232
cutter,blow,3,32,327,0.3232
rinse,discard,3,96,109,0.3232
weekday,input,2,17,360,0.3232
borate,mix,4,6,2551,0.3232
force,restore,31,1608,143,0.3232
automation,implement,2,24,255,0.3232
inverter,elapse,6,169,155,0.3232
priority,present,2,90,68,0.3232
eye,clog,3,48,218,0.3232
insolubilization,mix,4,6,2551,0.3232
deployment,implement,2,24,255,0.3232
impeller,interlock,10,490,105,0.3232
panel,overload,2,680,9,0.3232
project,implement,2,24,255,0.3232
target,calculate,117,814,1639,0.3231
operator,inform,4,365,42,0.3231
dike,acquire,3,25,419,0.3231
pressostat,mention,2,8,766,0.3231
transceiver,wind,2,27,227,0.3231
metal,mineralize,2,1531,4,0.3231
metal,deuterate,2,1531,4,0.3231
metal,anodize,2,1531,4,0.3231
metal,catalyze,2,1531,4,0.3231
integrator,compare,3,10,1047,0.3231
resuspension,mention,2,8,766,0.3231
bathing,lower,4,14,1095,0.3231
inoculation,mention,2,8,766,0.3231
plug,detach,5,144,143,0.3231
exceedance,corrode,2,49,125,0.3231
purification,acclimatize,3,2618,4,0.3231
priority,display,9,90,498,0.3231
sediment,vortex,2,1021,6,0.3231
urethane,fit,3,20,524,0.3231
combustion,fire,3,194,54,0.3231
hl,mention,2,8,766,0.3231
rental,mention,2,8,766,0.3231
armour,corrode,2,49,125,0.3231
axis,oppose,6,364,72,0.3231
rubber,grout,4,479,32,0.3231
assembly,distort,2,613,10,0.323
interval,modularize,2,876,7,0.323
photoreactor,dissolve,4,9,1705,0.323
vaporizer,dissolve,4,9,1705,0.323
agent,alkalize,3,1311,8,0.323
weighting,predict,7,35,919,0.323
name,propose,3,38,276,0.323
pumice,fill,7,20,1608,0.323
crushing,hit,3,107,98,0.323
trommel,have,12,12,5469,0.323
agent,bleach,3,1311,8,0.323
watermark,open,8,11,3493,0.3229
half,enclose,2,99,62,0.3229
rim,reinforce,5,32,645,0.3229
judgment,demonstrate,2,83,74,0.3229
underside,adapt,2,26,236,0.3229
field,damp,3,500,21,0.3229
bush,characterise,2,22,279,0.3229
disk,tilt,3,256,41,0.3229
placing,select,2,9,682,0.3229
judgment,notify,4,83,185,0.3229
hydrogel,allow,8,24,1601,0.3229
ballasting,limit,2,10,614,0.3229
mold,assemble,10,145,356,0.3229
ccpp,maintain,4,6,2559,0.3229
icon,select,2,9,682,0.3229
route,accept,2,128,48,0.3228
growth,nitrify,11,501,117,0.3228
dolomite,add,4,9,1709,0.3228
joint,refract,3,955,11,0.3228
theory,intend,2,32,192,0.3228
year,register,6,360,73,0.3228
shape,shape,274,4421,932,0.3228
sedimentation,acclimatize,3,2627,4,0.3228
sedimentation,upgrade,3,2627,4,0.3228
bucket,handle,3,102,103,0.3228
buckle,lower,6,24,1095,0.3228
disaster,express,4,205,75,0.3228
aberration,disinfect,3,51,206,0.3228
liner,cut,13,177,413,0.3228
building,record,19,535,226,0.3227
column,erect,4,342,45,0.3227
nh,convert,9,77,584,0.3227
soda,meet,4,90,171,0.3227
roadway,deform,2,34,181,0.3227
slope,synthesize,2,293,21,0.3227
fiber,rub,4,642,24,0.3226
crank,crush,4,29,531,0.3226
charge,analyze,11,160,367,0.3226
spindle,mount,9,39,1155,0.3226
boost,stop,20,96,1349,0.3226
result,own,12,3467,19,0.3226
crystal,melt,5,115,180,0.3226
decomposition,sit,2,513,12,0.3226
grout,fill,9,28,1608,0.3226
radius,maximize,4,46,335,0.3226
packing,tighten,8,443,87,0.3226
arc,stretch,2,108,57,0.3226
co,meet,6,154,171,0.3226
pond,deepen,2,308,20,0.3226
fly,disperse,4,77,200,0.3226
limestone,coagulate,2,54,114,0.3226
conduction,invert,2,55,112,0.3226
extension,oppose,4,214,72,0.3226
ca,collapse,2,77,80,0.3226
reflector,construct,2,13,474,0.3226
freshwater,plant,2,80,77,0.3226
magnesium,adsorb,7,82,394,0.3226
spectrum,reflect,2,44,140,0.3226
constituent,harden,2,55,112,0.3226
sodium,substitute,4,385,40,0.3226
inclination,pivot,2,158,39,0.3226
usage,receive,101,376,2931,0.3226
binder,harden,2,55,112,0.3226
cake,sort,3,277,38,0.3226
microwave,evaporate,9,94,479,0.3226
confirmation,confirm,5,69,300,0.3226
airtightness,help,2,56,110,0.3226
solenoid,polish,3,585,18,0.3226
bacteria,culture,10,588,88,0.3226
pf,constitute,2,12,514,0.3225
type,dialyze,4,2569,6,0.3225
claim,baffle,2,3082,2,0.3225
manager,grasp,6,138,191,0.3225
stabilization,slake,3,124,85,0.3225
akima,correspond,3,4,2634,0.3225
statement,correspond,3,4,2634,0.3225
claim,recite,2,3082,2,0.3225
claim,centralise,2,3082,2,0.3225
moisture,image,5,647,32,0.3225
claim,motorise,2,3082,2,0.3225
setting,diagnose,3,340,31,0.3225
growth,plant,8,501,77,0.3225
metabolite,chelate,2,31,199,0.3225
lan,equip,3,15,703,0.3225
barrel,crack,2,92,67,0.3225
rail,engage,9,174,259,0.3225
proposal,require,13,31,2365,0.3225
particle,scatter,27,1594,121,0.3224
component,hear,4,1715,9,0.3224
wiring,design,3,27,391,0.3224
reset,display,4,31,498,0.3224
ash,blend,2,343,18,0.3224
condition,benefit,4,1716,9,0.3224
anticorrosion,inhibit,6,66,400,0.3224
pig,traverse,2,325,19,0.3224
class,understand,2,42,147,0.3224
exclusion,understand,2,42,147,0.3224
play,dry,2,13,475,0.3224
rinsing,wash,13,115,638,0.3224
powder,fire,5,384,54,0.3224
vagina,enter,2,6,1029,0.3224
mobile,transmit,4,12,1286,0.3224
clearance,understand,2,42,147,0.3224
deadline,enter,2,6,1029,0.3224
expiration,return,2,5,1235,0.3224
head,slide,19,631,192,0.3224
accident,deal,4,343,45,0.3224
top,grout,7,1011,32,0.3224
acupuncture,transport,3,18,586,0.3224
detector,conceal,4,572,27,0.3224
biofuel,enter,2,6,1029,0.3224
reinforcement,overlap,9,410,110,0.3224
object,resupplye,2,2058,3,0.3224
arcuate,carry,3,9,1172,0.3224
elution,evacuate,2,126,49,0.3224
cape,return,2,5,1235,0.3224
condition,hear,4,1716,9,0.3224
precipitation,segregate,2,1543,4,0.3224
electromagnet,alternate,2,63,98,0.3224
object,moor,2,2058,3,0.3224
mee,carry,3,9,1172,0.3224
impact,hit,8,394,98,0.3224
combination,polymerize,2,412,15,0.3223
faucet,search,3,179,59,0.3223
detection,oversee,2,3088,2,0.3223
detection,troubleshoot,2,3088,2,0.3223
ultrafiltration,screen,2,167,37,0.3223
wheel,advance,5,194,107,0.3223
hopper,stand,9,386,117,0.3223
detection,unillustrate,2,3088,2,0.3223
detection,board,2,3088,2,0.3223
hour,stay,15,510,174,0.3223
integration,lay,3,40,264,0.3223
curve,analyze,13,200,367,0.3223
excess,handle,2,60,103,0.3223
antenna,slide,3,55,192,0.3223
transient,judge,2,52,119,0.3222
current,electrolyze,42,777,446,0.3222
section,align,20,1829,71,0.3222
website,desire,2,14,442,0.3222
improvement,swing,2,229,27,0.3222
auto,judge,2,52,119,0.3222
amplifier,output,9,60,753,0.3222
bioreactor,cultivate,3,246,43,0.3222
pretreatment,throw,4,442,35,0.3222
week,grasp,4,81,191,0.3222
formula,normalize,2,238,26,0.3222
future,report,2,68,91,0.3222
log,protect,3,34,311,0.3222
harvesting,desire,2,14,442,0.3222
riverbed,develop,2,23,269,0.3222
dioxide,vaporize,5,277,75,0.3222
bacteria,proliferate,3,588,18,0.3221
wing,mold,6,140,189,0.3221
sizing,apply,2,3,2064,0.3221
classification,sort,2,163,38,0.3221
acf,apply,2,3,2064,0.3221
putty,apply,2,3,2064,0.3221
co,elute,5,154,135,0.3221
gelling,apply,2,3,2064,0.3221
tetrapot,apply,2,3,2064,0.3221
